time,voltage,clean_voltage,noise,heart_rate_bpm,rhythm_class,baseline_noise_level,muscle_noise_level,powerline_noise_level,powerline_frequency
0.0,0.9469733018852023,0.8060936479952076,0.14087965388999482,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.002000400080016003,1.045312193330886,0.8060935493719651,0.2392186439589209,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.004000800160032006,1.0372941432479523,0.8060928586199233,0.23120128462802902,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.006001200240048009,0.9741865456064637,0.8060909826812273,0.16809556292523642,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.008001600320064013,0.977169491682346,0.8060873275914876,0.1710821640908584,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.010002000400080016,0.9711002351728608,0.8060812985924484,0.1650189365804125,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.012002400480096018,0.8910205109394015,0.8060723003829304,0.08494821055647109,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.014002800560112022,0.8896617961375001,0.8060597372042189,0.08360205893328118,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.016003200640128026,0.9300324298127598,0.8060430129230127,0.12398941688974705,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.01800360072014403,0.9683345836494041,0.8060215313598463,0.16231305228955775,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.020004000800160033,0.8905776117418797,0.8059946964160711,0.08458291532580857,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.022004400880176037,0.9368515407701486,0.805961912184253,0.1308896285858957,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.024004800960192037,0.9340684633659264,0.8059225831567531,0.12814588020917328,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.02600520104020804,0.9546090357638779,0.8058761145923825,0.1487329211714954,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.028005601120224044,0.9256684482636478,0.80582191261092,0.11984653565272783,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.030006001200240048,0.892707436804191,0.8057593843674596,0.08694805243673129,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.03200640128025605,0.9626001772777206,0.8056879384378997,0.15691223883982094,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.03400680136027205,0.8893037440966716,0.8056069851365497,0.08369675896012191,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.03600720144028806,0.90854392392709,0.8055159366802455,0.10302798724684456,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.03800760152030406,0.866791177569485,0.8054142074132379,0.06137697015624712,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.040008001600320066,0.9159037412441984,0.8053012144141088,0.11060252683008952,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.042008401680336066,0.9746966292850591,0.8051763777299676,0.16952025155509143,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.04400880176035207,0.9658556323576113,0.8050391206545607,0.16081651170305053,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.04600920184036807,0.9693955795636862,0.8048888700309649,0.1645067095327213,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.048009601920384073,0.9545759722641012,0.8047250570581204,0.14985091520598082,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.05001000200040008,1.006364667625258,0.8045471174799117,0.20181755014534622,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.05201040208041608,0.8789102088044782,0.8043544919886868,0.07455571681579146,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.05401080216043209,0.8411677358095254,0.8041466265342273,0.03702110927529807,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.05601120224044809,0.8710310474219031,0.8039229734006453,0.06710807402125772,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.058011602320464095,0.8958067736502074,0.8036829914161437,0.0921237822340637,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.060012002400480095,0.8944162184974057,0.803426146446041,0.09099007205136464,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.0620124024804961,0.9447226131903828,0.8031519115414316,0.14157070164895108,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.0640128025605121,0.9917590240423187,0.8028597682151011,0.1888992558272177,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.06601320264052811,0.9953162513780391,0.8025492071698851,0.19276704420815405,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.0680136027205441,0.9394438255522002,0.8022197283140269,0.1372240972381733,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.07001400280056011,0.9965710208879247,0.8018708414545932,0.19470017943333148,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.07201440288057612,0.8850868704418111,0.8015020668870969,0.08358480355471415,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.07401480296059212,0.8326489846603972,0.8011129365664633,0.031536048093933844,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.07601520304060812,0.9541647582860535,0.8007029944733403,0.15346176381271331,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.07801560312062412,0.8457825311238666,0.8002717970625691,0.04551073406129748,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.08001600320064013,0.9042964978679209,0.7998189137692406,0.1044775840986803,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.08201640328065612,0.9661938361059159,0.7993439282204204,0.16684990788549545,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.08401680336067213,0.9409872367656,0.798846438731236,0.14214079803436414,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.08601720344068814,0.930967866208833,0.7983260585876792,0.13264180762115368,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.08801760352070415,0.8786853162440416,0.7977824166594668,0.08090289958457472,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
0.09001800360072014,0.9172512899705223,0.7972151583508531,0.12003613161966915,75.0,Normal Sinus Rhythm,0.15,0.04,0.02,50
